ATTRIBUTE_plant_part	ATTRIBUTE_species	G1	G2	G3	G4	G5	G6	GNPSGROUP:Anacardium occidentale	GNPSGROUP:Haemotostaphis barteri	GNPSGROUP:Lannea barteri	GNPSGROUP:Mangifera indica	GNPSGROUP:Pseudospondias microcarpa	GNPSGROUP:Sclerocarya birrea	GNPSGROUP:Spondias dulcis	GNPSGROUP:fruits	GNPSGROUP:leaves	GNPSGROUP:na	GNPSGROUP:root bark	GNPSGROUP:stem bark	GNPSLinkout_Cluster	GNPSLinkout_Network	INCHI	LibraryID	MQScore	RTConsensus	RTMean	RTStdErr	Smiles	SpectrumID	SumPeakIntensity	UniqueFileSourcesCount	cluster index	componentindex	number of spectra	parent mass	precursor charge	precursor mass	sum(precursor intensity)
leaves,na,fruits,stem bark,root bark	Pseudospondias microcarpa,na,Haemotostaphis barteri,Lannea barteri,Spondias dulcis,Mangifera indica,Sclerocarya birrea,Anacardium occidentale	0.0	0.0	0.0	0.0	0.0	0.0	189095.04850641434	18225.83603684074	27530.547768349585	21714.805223539108	28011.181053517397	16061.494693316872	16287.625132409823	14232.072013364506	22588.739036103558	25156.91167374365	15852.899515264255	99352.4649176774	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2437.0","main.cluster index_upperinput":"2437.0"}	This Node is a Singleton	N/A	THEOBROMINE - 20.0 eV	0.746904	4.1839	4.1839	0	CN1C=NC2=C1C(=O)NC(=O)N2C	CCMSLIB00005884717	1104575.3546653993	27	2437	-1	27	181.0858	1	181.0858	1104575.3546653993
leaves,na,fruits,stem bark,root bark	Pseudospondias microcarpa,na,Haemotostaphis barteri,Lannea barteri,Spondias dulcis,Mangifera indica,Sclerocarya birrea,Anacardium occidentale	0.0	0.0	0.0	0.0	0.0	0.0	69257.18823688867	70428.8176472871	69536.77998316738	67219.41644120788	90850.13117939768	72193.0786149557	68551.24094026975	68998.72166379483	68980.69777225697	225475.28361220766	69946.75471049028	81924.1716094135	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2438.0","main.cluster index_upperinput":"2438.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=788&task=1ad34e72edcf45cbb40c79344f28c967&show=true	N/A	N/A	N/A	6.9504	6.9504	0	N/A	N/A	2742336.508369958	27	2438	788	27	251.1642	1	251.1642	2742336.508369958
leaves,na,fruits,stem bark,root bark	Pseudospondias microcarpa,na,Haemotostaphis barteri,Lannea barteri,Spondias dulcis,Mangifera indica,Sclerocarya birrea,Anacardium occidentale	0.0	0.0	0.0	0.0	0.0	0.0	416842.6156086313	329518.60692143295	348955.37255508435	275136.5527572974	315557.18703153107	317035.9277950454	268335.6841055854	316252.3256799093	288846.32529302116	415525.0031718849	313308.3461828895	371195.4287634387	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2439.0","main.cluster index_upperinput":"2439.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=345&task=1ad34e72edcf45cbb40c79344f28c967&show=true	N/A	N/A	N/A	8.5122	8.5122	0	N/A	N/A	9207328.04321478	27	2439	345	27	199.1695	1	199.1695	9207328.04321478
leaves,na,stem bark,root bark	Pseudospondias microcarpa,na,Lannea barteri,Sclerocarya birrea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9874759.841191243	0.0	671.6316080420103	271480.452150496	0.0	0.0	4335234.928096898	342959.60201209376	3517.7746505558207	10019.78388931527	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2440.0","main.cluster index_upperinput":"2440.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=97&task=1ad34e72edcf45cbb40c79344f28c967&show=true	1S/C24H22O14/c25-11-2-1-9(3-12(11)26)15-6-14(28)20-13(27)4-10(5-16(20)37-15)36-24-23(34)22(33)21(32)17(38-24)8-35-19(31)7-18(29)30/h1-6,17,21-27,32-34H,7-8H2,(H,29,30)	Massbank:PR310958 Flavone base + 4O, O-MalonylHex	0.7288560000000001	3.5251	3.5251	0	O=C(O)CC(=O)OCC4OC(OC=1C=C(O)C=2C(=O)C=C(OC=2(C=1))C=3C=CC(O)=C(O)C=3)C(O)C(O)C4(O)	CCMSLIB00005740573	32156205.416517854	7	2440	97	7	535.1084	1	535.1084	32156205.416517854
leaves,na,fruits,stem bark,root bark	Pseudospondias microcarpa,na,Haemotostaphis barteri,Lannea barteri,Spondias dulcis,Mangifera indica,Sclerocarya birrea,Anacardium occidentale	0.0	0.0	0.0	0.0	0.0	0.0	560490.4284769066	552945.6819499023	574892.4131485445	572170.395832488	574316.9968255146	577997.8717800229	569585.6322161657	578970.0193508341	563169.3235300919	1982326.9743294627	567589.0394191981	575319.5282168977	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2441.0","main.cluster index_upperinput":"2441.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=423&task=1ad34e72edcf45cbb40c79344f28c967&show=true	N/A	N/A	N/A	5.1817	5.1817	0	N/A	N/A	22433150.129161466	27	2441	423	27	210.1853	1	210.1853	22433150.129161466
leaves,na,stem bark,root bark	Pseudospondias microcarpa,na,Haemotostaphis barteri,Lannea barteri,Spondias dulcis,Mangifera indica,Sclerocarya birrea,Anacardium occidentale	0.0	0.0	0.0	0.0	0.0	0.0	324693.3687705577	451874.9655324357	257295.80827598646	510919.7895323074	201067.84238533594	645275.078516558	523455.592331478	0.0	972831.2036454024	140111.94004067444	137577.43884248304	167422.09728630222	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2442.0","main.cluster index_upperinput":"2442.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=369&task=1ad34e72edcf45cbb40c79344f28c967&show=true	N/A	N/A	N/A	0.9336	0.9336	0	N/A	N/A	9645374.878622685	19	2442	369	19	332.1339	1	332.1339	9645374.878622685
leaves,na,fruits,stem bark,root bark	Pseudospondias microcarpa,na,Haemotostaphis barteri,Lannea barteri,Spondias dulcis,Mangifera indica,Sclerocarya birrea,Anacardium occidentale	0.0	0.0	0.0	0.0	0.0	0.0	349122.3557252791	442456.7312002228	1682178.8257066926	2960615.4962631124	1283349.553723636	532139.0018851049	518066.0414666335	1799412.4872782219	1787812.966907158	367238.7618121756	729263.7130688339	738312.0463607879	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2443.0","main.cluster index_upperinput":"2443.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=95&task=1ad34e72edcf45cbb40c79344f28c967&show=true	N/A	N/A	N/A	3.3138	3.3138	0	N/A	N/A	26423327.380696554	24	2443	95	24	401.1570	1	401.1570	26423327.380696554
leaves,na,stem bark,root bark	na,Mangifera indica	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2055231.641644918	0.0	0.0	0.0	0.0	237693.48171593607	63862.924650766756	329966.25387914013	313153.8251098886	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2444.0","main.cluster index_upperinput":"2444.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=51&task=1ad34e72edcf45cbb40c79344f28c967&show=true	N/A	N/A	N/A	2.4684	2.4684	0	N/A	N/A	6485009.548188588	5	2444	51	5	577.1190	1	577.1190	6485009.548188588
leaves,na,fruits,stem bark,root bark	Pseudospondias microcarpa,na,Haemotostaphis barteri,Lannea barteri,Spondias dulcis,Mangifera indica,Sclerocarya birrea,Anacardium occidentale	0.0	0.0	0.0	0.0	0.0	0.0	288997.05848834367	2104894.7256783876	783145.495177659	218786.46776637837	320721.5369350626	2988783.993147873	1383950.8185149066	125122.57488185965	3286448.636398102	240996.6130354287	54672.68894372777	153655.71025517513	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2445.0","main.cluster index_upperinput":"2445.0"}	This Node is a Singleton	N/A	N/A	N/A	1.4777	1.4777	0	N/A	N/A	25793544.889238037	21	2445	-1	21	310.1860	1	310.1860	25793544.889238037
leaves,na,fruits,stem bark,root bark	Pseudospondias microcarpa,na,Haemotostaphis barteri,Spondias dulcis,Mangifera indica,Sclerocarya birrea,Anacardium occidentale	0.0	0.0	0.0	0.0	0.0	0.0	895329.0432130727	21703.618987741003	0.0	15105.038073599413	24143.121348976623	1426.6010243748715	8175.704984294663	10826.437976857895	29128.50630625723	53750.560650077634	324737.2292561161	61986.55961881191	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2446.0","main.cluster index_upperinput":"2446.0"}	This Node is a Singleton	N/A	N/A	N/A	2.9851	2.9851	0	N/A	N/A	3190545.307495543	16	2446	-1	16	577.1891	1	577.1891	3190545.307495543
leaves,na,stem bark,root bark	Pseudospondias microcarpa,na,Haemotostaphis barteri,Lannea barteri,Spondias dulcis,Mangifera indica,Sclerocarya birrea,Anacardium occidentale	0.0	0.0	0.0	0.0	0.0	0.0	270226.5574070721	75983.73984323273	2595.6659579928705	11708.582105793073	3921.40609309201	76320.05238098574	132122.3334013482	0.0	16603.179389793913	19728.59033004335	145479.13362668263	83997.17522090093	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2447.0","main.cluster index_upperinput":"2447.0"}	This Node is a Singleton	"InChI=1S/C15H10O6/c16-7-2-4-12-10(5-7)13(19)14(20)15(21-12)9-3-1-8(17)6-11(9)18/h1-6,16-18,20H"	"3,6,2',4'-Tetrahydroxyflavone CollisionEnergy:102040"	0.7060029999999999	2.4282	2.4282	0	O=c1c(O)c(-c2ccc(O)cc2O)oc2ccc(O)cc12	CCMSLIB00010109012	1821199.3693118591	18	2447	-1	18	287.0551	1	287.0551	1821199.3693118591
leaves,na,stem bark,root bark	Pseudospondias microcarpa,na,Haemotostaphis barteri,Mangifera indica,Anacardium occidentale	0.0	0.0	0.0	0.0	0.0	0.0	278.54144173092544	467.2065488046394	0.0	498.23734110254037	324700.738585441	0.0	0.0	0.0	918.9705737859751	81204.98267489241	362.66591764261955	184794.77927095402	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2448.0","main.cluster index_upperinput":"2448.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=162&task=1ad34e72edcf45cbb40c79344f28c967&show=true	N/A	N/A	N/A	4.8937	4.8937	0	N/A	N/A	1708559.8237111405	8	2448	162	8	336.2534	1	336.2534	1708559.8237111405
leaves,na,stem bark	Pseudospondias microcarpa,na,Lannea barteri,Mangifera indica	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	761.9973373790141	45824.53732036374	217942.17234331265	0.0	0.0	0.0	9579.14153961311	86812.15509243135	0.0	134924.90036702674	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2449.0","main.cluster index_upperinput":"2449.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=30&task=1ad34e72edcf45cbb40c79344f28c967&show=true	"InChI=1S/C30H50O2/c1-25(2)14-16-30-17-15-28(6)19(23(30)24(25)32-18-30)8-9-21-27(5)12-11-22(31)26(3,4)20(27)10-13-29(21,28)7/h19-24,31H,8-18H2,1-7H3"	"4,5,9,9,13,20,20-heptamethyl-24-oxahexacyclo[17.3.2.0<1,18>.0<4,17>.0<5,14>.0< 8,13>]tetracosan-10-ol CollisionEnergy:205060"	0.794995	9.9540	9.9540	0	CC1(C)CCC23CCC4(C)C(CCC5C6(C)CCC(O)C(C)(C)C6CCC54C)C2C1OC3	CCMSLIB00010124271	1445589.0688086355	6	2449	30	6	425.3778	1	425.3778	1445589.0688086355
leaves,na,stem bark,root bark	na,Lannea barteri,Mangifera indica,Anacardium occidentale	0.0	0.0	0.0	0.0	0.0	0.0	802.942064132564	0.0	1303040.4001178124	37988.003584303515	0.0	0.0	0.0	0.0	832.2764058450637	84660.6317119734	398828.32277825824	175409.9775728603	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2450.0","main.cluster index_upperinput":"2450.0"}	This Node is a Singleton	N/A	N/A	N/A	2.6719	2.6719	0	N/A	N/A	4448797.195858613	8	2450	-1	8	585.1369	1	585.1369	4448797.195858613
leaves,na,fruits,stem bark	Pseudospondias microcarpa,na,Haemotostaphis barteri,Lannea barteri,Spondias dulcis,Mangifera indica,Sclerocarya birrea,Anacardium occidentale	0.0	0.0	0.0	0.0	0.0	0.0	21403.615989756843	66797.45326646189	198592.3873775437	2533.4463758902243	8853.08171498016	99801.32795074809	5305.319629880921	29441.522635349083	165677.53556847354	5409.474607932233	0.0	4218.386716585974	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2451.0","main.cluster index_upperinput":"2451.0"}	This Node is a Singleton	N/A	N/A	N/A	9.5768	9.5768	0	N/A	N/A	1245760.3516704268	13	2451	-1	13	454.3319	1	454.3319	1245760.3516704268
na,stem bark	Pseudospondias microcarpa,na	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	823128.5081570263	0.0	0.0	0.0	0.0	82784.86127690744	0.0	470359.14751830074	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2452.0","main.cluster index_upperinput":"2452.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=146&task=1ad34e72edcf45cbb40c79344f28c967&show=true	N/A	N/A	N/A	6.7497	6.7497	0	N/A	N/A	3706438.339012642	3	2452	146	3	704.3639	1	704.3639	3706438.339012642
leaves,na,fruits,stem bark,root bark	Pseudospondias microcarpa,na,Haemotostaphis barteri,Lannea barteri,Spondias dulcis,Mangifera indica,Sclerocarya birrea,Anacardium occidentale	0.0	0.0	0.0	0.0	0.0	0.0	1345173.150595759	140314.61755696728	585367.7459320927	1787020.213123303	166735.77385566558	186792.86742676163	226444.32948907148	43053.4142421706	622334.5879495224	194562.65326484208	632268.6521420144	665000.824701657	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2453.0","main.cluster index_upperinput":"2453.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=127&task=1ad34e72edcf45cbb40c79344f28c967&show=true	N/A	N/A	N/A	2.2675	2.2675	0	N/A	N/A	14453095.134118736	27	2453	127	27	139.0390	1	139.0390	14453095.134118736
leaves,na,stem bark,root bark	Pseudospondias microcarpa,na,Lannea barteri,Mangifera indica	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8654.597597260212	2592990.754193968	253.78132361261828	0.0	0.0	0.0	1354.5078234262103	85001.48391926572	354944.7286882858	758836.6464408787	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2454.0","main.cluster index_upperinput":"2454.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=267&task=1ad34e72edcf45cbb40c79344f28c967&show=true	N/A	N/A	N/A	2.5452	2.5452	0	N/A	N/A	8230958.600264464	8	2454	267	8	277.0703	1	277.0703	8230958.600264464
leaves,na,stem bark	na,Lannea barteri,Anacardium occidentale	0.0	0.0	0.0	0.0	0.0	0.0	7493.115268481369	0.0	736.5090934333401	0.0	0.0	0.0	0.0	0.0	3191.0293688225315	92501.09763655678	0.0	335.95250056948686	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2455.0","main.cluster index_upperinput":"2455.0"}	This Node is a Singleton	N/A	N/A	N/A	3.8706	3.8706	0	N/A	N/A	487194.361268528	6	2455	-1	6	943.5753	2	472.2876	487194.361268528
leaves,na,fruits,stem bark,root bark	Pseudospondias microcarpa,na,Haemotostaphis barteri,Lannea barteri,Spondias dulcis,Mangifera indica,Sclerocarya birrea,Anacardium occidentale	0.0	0.0	0.0	0.0	0.0	0.0	92581.37666755961	468744.5679449099	102710.55619834333	115872.04271085998	709888.1810480106	25235.554349962462	202427.95335595193	1792311.5330702122	268862.77396532986	127236.52309129084	203540.7423075294	109018.96155636813	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2456.0","main.cluster index_upperinput":"2456.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=567&task=1ad34e72edcf45cbb40c79344f28c967&show=true	N/A	N/A	N/A	0.6900	0.6900	0	N/A	N/A	6498451.493331258	22	2456	567	22	274.0918	1	274.0918	6498451.493331258
leaves,na,fruits,stem bark,root bark	Pseudospondias microcarpa,na,Mangifera indica,Sclerocarya birrea,Anacardium occidentale	0.0	0.0	0.0	0.0	0.0	0.0	819.5678611121575	0.0	0.0	3378.340068584364	355884.61699347594	210.09389867501434	0.0	800.1616653920081	357.04017668128216	128314.44259416129	1819.916723142193	202960.51621355172	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2457.0","main.cluster index_upperinput":"2457.0"}	This Node is a Singleton	N/A	N/A	N/A	8.9912	8.9912	0	N/A	N/A	2078334.686429825	10	2457	-1	10	416.3379	1	416.3379	2078334.686429825
leaves,na,stem bark,root bark	Pseudospondias microcarpa,na,Haemotostaphis barteri,Spondias dulcis,Mangifera indica,Sclerocarya birrea,Anacardium occidentale	0.0	0.0	0.0	0.0	0.0	0.0	7935.090847481109	3112.076594481936	0.0	638696.8461337037	7969.4353981167715	1699.0323033991642	1720.1071276191176	0.0	3907.805480931649	17893.7775200924	267265.015000706	13308.208177294104	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2458.0","main.cluster index_upperinput":"2458.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=148&task=1ad34e72edcf45cbb40c79344f28c967&show=true	N/A	N/A	N/A	4.1318	4.1318	0	N/A	N/A	2080836.0882129846	11	2458	148	11	415.2323	1	415.2323	2080836.0882129846
leaves,na,fruits,stem bark,root bark	Pseudospondias microcarpa,na,Haemotostaphis barteri,Lannea barteri,Spondias dulcis,Mangifera indica,Sclerocarya birrea,Anacardium occidentale	0.0	0.0	0.0	0.0	0.0	0.0	1632202.3254434157	93974.20878427647	74179.47041812784	685143.2494991819	190221.51242808567	269012.8057555736	88357.91441588628	471543.8643826054	674412.5429557104	119422.64779878981	294959.8945540157	290335.0065301485	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2459.0","main.cluster index_upperinput":"2459.0"}	This Node is a Singleton	N/A	N/A	N/A	0.6329	0.6329	0	N/A	N/A	9886609.211655678	23	2459	-1	23	139.0390	1	139.0390	9886609.211655678
leaves,na,fruits,stem bark,root bark	Pseudospondias microcarpa,na,Haemotostaphis barteri,Lannea barteri,Spondias dulcis,Mangifera indica,Sclerocarya birrea,Anacardium occidentale	0.0	0.0	0.0	0.0	0.0	0.0	122854.26232285502	114393.13207309836	317326.3232667974	1891159.3855572091	233115.13980550625	93509.30143915083	189497.6468250683	70707.54996289872	469175.64793737384	96811.92004223997	103911.37907215275	719480.5678064253	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2460.0","main.cluster index_upperinput":"2460.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=367&task=1ad34e72edcf45cbb40c79344f28c967&show=true	N/A	N/A	N/A	3.1945	3.1945	0	N/A	N/A	9602740.313885763	22	2460	367	22	482.2600	1	482.2600	9602740.313885763
leaves,na,stem bark,root bark	Pseudospondias microcarpa,na,Haemotostaphis barteri,Lannea barteri,Spondias dulcis,Anacardium occidentale	0.0	0.0	0.0	0.0	0.0	0.0	5328.132706517892	3130.3203216773604	390.2645689365159	0.0	2622.742482632301	0.0	183.03781471285882	0.0	167.25624382993539	173285.04547853235	2173.451583078387	3028.754482529261	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2461.0","main.cluster index_upperinput":"2461.0"}	This Node is a Singleton	N/A	N/A	N/A	6.0847	6.0847	0	N/A	N/A	904011.4635587246	9	2461	-1	9	775.5999	2	388.3000	904011.4635587246
na,stem bark,root bark	na,Mangifera indica	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	572624.9240664067	0.0	0.0	0.0	0.0	0.0	8270.13496781781	153420.27960892633	91990.40213381939	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2462.0","main.cluster index_upperinput":"2462.0"}	This Node is a Singleton	N/A	N/A	N/A	2.1897	2.1897	0	N/A	N/A	1759225.4470383092	4	2462	-1	4	475.1574	1	475.1574	1759225.4470383092
leaves,na,stem bark,root bark	Pseudospondias microcarpa,na,Haemotostaphis barteri,Lannea barteri,Spondias dulcis,Mangifera indica,Anacardium occidentale	0.0	0.0	0.0	0.0	0.0	0.0	1645617.4687882785	15643.377038587234	1998.5111444401712	45857.9713367749	19129.71688063113	0.0	10644.59862285685	0.0	19024.811012667313	30756.819086595144	687409.0968997553	41538.18470405414	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2463.0","main.cluster index_upperinput":"2463.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=463&task=1ad34e72edcf45cbb40c79344f28c967&show=true	N/A	N/A	N/A	3.6399	3.6399	0	N/A	N/A	5389588.743748314	16	2463	463	16	451.1580	1	451.1580	5389588.743748314
na,stem bark,root bark	na,Lannea barteri	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	611656.0091728657	0.0	0.0	0.0	0.0	0.0	0.0	26617.538417153053	76711.55680170473	185426.7328438091	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2464.0","main.cluster index_upperinput":"2464.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=389&task=1ad34e72edcf45cbb40c79344f28c967&show=true	N/A	N/A	N/A	3.5909	3.5909	0	N/A	N/A	1968055.7196043623	4	2464	389	4	395.1127	1	395.1127	1968055.7196043623
leaves,na,fruits,stem bark,root bark	Pseudospondias microcarpa,na,Haemotostaphis barteri,Lannea barteri,Spondias dulcis,Mangifera indica,Sclerocarya birrea,Anacardium occidentale	0.0	0.0	0.0	0.0	0.0	0.0	356430.61012779037	255288.96189064434	277557.00189738814	182022.97485279143	173622.6612358493	248656.2506371822	194128.14911157472	237101.71361587232	180845.75864031064	250826.6888895788	250977.44365783405	282411.1943989465	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2465.0","main.cluster index_upperinput":"2465.0"}	This Node is a Singleton	N/A	N/A	N/A	9.7273	9.7273	0	N/A	N/A	6490875.934943405	27	2465	-1	27	559.1319	1	559.1319	6490875.934943405
leaves,na,stem bark,root bark	Pseudospondias microcarpa,na,Haemotostaphis barteri,Lannea barteri,Spondias dulcis,Mangifera indica,Sclerocarya birrea,Anacardium occidentale	0.0	0.0	0.0	0.0	0.0	0.0	106997.23491379488	108244.69720495238	2188.940573283216	47787.92451220514	1025.225664053654	1457.7438582131695	2028109.752715225	0.0	695596.9051971403	49270.66681741211	162997.57951468416	125471.19871520935	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2466.0","main.cluster index_upperinput":"2466.0"}	This Node is a Singleton	"InChI=1S/C11H15N5O3S/c1-20-2-5-7(17)8(18)11(19-5)16-4-15-6-9(12)13-3-14-10(6)16/h3-5,7-8,11,17-18H,2H2,1H3,(H2,12,13,14)/t5-,7-,8-,11-/m1/s1"	Methylthioadenosine CollisionEnergy:205060	0.973722	2.0142	2.0142	0	CSCC1OC(n2cnc3c(N)ncnc32)C(O)C1O	CCMSLIB00010119651	7134813.1180762965	15	2466	-1	15	298.0971	1	298.0971	7134813.1180762965
leaves,na,fruits,stem bark,root bark	Pseudospondias microcarpa,na,Haemotostaphis barteri,Lannea barteri,Spondias dulcis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2113177.4085861444	2518.4684339647647	0.0	165075.35219106323	0.0	16855.00717319202	155689.4341357365	32643.05310681306	109396.24492714807	450931.6760770128	502463.07470309123	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2467.0","main.cluster index_upperinput":"2467.0"}	This Node is a Singleton	N/A	N/A	N/A	3.4757	3.4757	0	N/A	N/A	7604935.285979897	11	2467	-1	11	463.0870	1	463.0870	7604935.285979897
