row ID,row m/z,row retention time,20230323T141609Z_ED_QC_anacardia.mzML Peak area,20230323T141609Z_ED_QC_anacardia_20230324155859.mzML Peak area,20230323T141609Z_ED_STG-01-01C_20230324164641.mzML Peak area,20230323T141609Z_ED_STG-01-02C_20230324170235.mzML Peak area,20230323T141609Z_ED_STG-01-03C_20230324171828.mzML Peak area,20230323T141609Z_ED_STG-01-04C.mzML Peak area,20230323T141609Z_ED_STG-01-05C.mzML Peak area,20230323T141609Z_ED_STG-01-06C.mzML Peak area,20230323T141609Z_ED_STG-01-07C.mzML Peak area,20230323T141609Z_ED_STG-01-08C.mzML Peak area,20230323T141609Z_ED_STG-01-09C.mzML Peak area,20230323T141609Z_ED_STG-01-10C.mzML Peak area,20230323T141609Z_ED_STG-01-11C.mzML Peak area,20230323T141609Z_ED_STG-01-12C.mzML Peak area,20230323T141609Z_ED_STG-01-13C.mzML Peak area,20230323T141609Z_ED_STG-01-14C.mzML Peak area,20230323T141609Z_ED_STG-01-15C.mzML Peak area,20230323T141609Z_ED_STG-01-16C.mzML Peak area,20230323T141609Z_ED_STG-01-17C.mzML Peak area,20230323T141609Z_ED_STG-01-18C.mzML Peak area,20230323T141609Z_ED_STG-01-19C.mzML Peak area,20230323T141609Z_ED_STG-01-20C.mzML Peak area,20230323T141609Z_ED_STG-01-21C.mzML Peak area,20230323T141609Z_ED_STG-01-22C.mzML Peak area,20230323T141609Z_ED_blank1_20230324121613.mzML Peak area,20230323T141609Z_ED_blank1_20230324152037.mzML Peak area,20230323T141609Z_ED_blank1_20230325045643.mzML Peak area,
3038,404.2277549750862,2.63623577,241187.21268691676,648722.0148027209,518694.7025066139,65056.147872632486,464061.43104589,3159652.5470930478,91806.251061626,66835.67341409462,1336511.8396657968,0,0,264989.8091954376,0,574807.7697257192,3369208.6730055436,92217.51815909173,142307.93555028574,206675.47806847314,1391629.204601931,0,8992.802745880272,1785963.8028171014,93414.86815129209,239157.8320028185,0,0,0,
3039,577.2773729962031,7.074859620833334,143697.27542524156,313154.59174517164,85485.2184354179,6460.6813790545375,5913.374687107893,869729.1872890766,13602.293434390196,13091.066409654684,434333.68514486187,37474.75069986472,10269.756564090949,113916.93173375457,30568.178340827075,12162.365583306277,1527481.0770219888,38785.49072005738,12973.694429644285,1192264.851965796,208449.42304244454,5920.075151130613,7687.793855278102,803918.4114378066,20082.94127072642,13655.972395252995,0,0,0,
3040,410.20263671875,2.6227749333333334,0,0,0,597715.8458327726,0,0,0,0,0,0,0,0,7918.437125307111,0,0,3186.2200241778573,0,0,0,0,0,0,0,0,0,0,0,
3041,406.32968761302806,10.441480555555556,28484.931651122526,29141.073494421318,23017.78828571723,25889.371901674593,1116285.1551463783,28735.15887022055,33858.85624841444,34313.98580162086,20318.687571049548,31570.893966136413,34222.81533638806,21271.603036684624,33042.594140713074,33178.962971308916,26687.973368027207,10351.324173903602,29643.218102066145,33226.00224637128,20850.413474260768,36488.60915299898,36676.67031943281,17955.943831047065,38626.81468255329,32220.43229652852,35988.89580372197,37391.67176736198,13420.77023317376,
3042,436.2904968271044,2.513505533333333,50969.36924035206,140891.61899280205,4027.557925543144,0,0,4577414.681643152,36125.71082029213,27624.101468091954,71824.63333488526,0,0,0,0,0,327465.5466553084,0,0,0,31984.07045936877,0,0,0,0,0,0,0,0,
3043,540.2440452588908,3.0437393791666665,201483.43549590037,493095.82290181384,468893.33075797977,115569.70585039124,724880.9824762353,655198.1125133815,454117.1190959731,331720.8786637177,167612.17193463873,138743.61029165398,27724.70440272337,496926.93225373456,472189.3871172707,370349.7859280709,2960079.90385547,40752.01667954185,33169.883944103116,476257.05193861364,821408.1700875813,158471.83569059175,183468.2905007153,571586.8995228965,138443.40684246607,93187.02219169593,0,0,0,
3044,213.11195387666987,2.865915225925926,146408.7849649009,413675.44797606935,18738.592864855134,13009.986383624215,11750.889689274938,47779.46284796598,36580.23978299834,42912.59033961912,104193.13257148204,5255.423493502369,11501.245883779642,57179.33738887898,14675.891931025795,26511.989826604164,76505.3267154699,2179479.3700965093,44768.6676084141,21364.04951954299,23687.11667475171,12485.796230731288,80245.62936160614,38357.46198057564,15706.475187822547,12647.797382662317,26329.458279694376,16902.126677507644,14371.174603221596,
3045,136.06184330692997,0.7194302196296296,1624484.7597205548,3050633.4284500973,1114699.0165799654,913614.2142583381,603535.8986873084,1086735.50598149,2222812.072393537,3622050.8051524363,7288014.327631389,823043.9717212397,6130201.711059646,4485268.67871191,2964177.5382949077,1167476.6198143922,6260694.831480441,1577951.8489494154,1021189.037219495,2398148.969679151,2824030.882514826,468651.4256218268,506777.3186232826,2032150.6732802675,8401213.669621969,4028931.895713751,34495.43545652848,10578.013671149145,14657.45378754156,
3046,335.2584063733063,7.385953255999999,2861178.6803339366,8781988.593253156,19992.921859799546,2161.6286056498443,14434.536494721795,104526.8521009675,2973.1203794634207,494.7352945729121,95088.79341669676,2252.0263593797213,0,16934.556342542684,5227.955217358902,16022.599693615075,37813.5095929874,6505477.913861988,31219.746934183557,43623.06548227897,24078.288421138383,607.7007683422635,0,198806.54082861557,2915.2863849880923,3399.925896573575,24777.8548995862,1469.321433054928,2244.9940708183017,
3047,614.3694152832031,6.534332600000001,506085.2147112995,1236195.4066316187,0,0,0,0,0,0,0,0,0,0,0,0,1374.7798888490556,2808938.3218506025,940.7859968115378,0,0,0,0,0,0,0,0,0,0,
3048,492.40508779014584,9.85608815,26820.488605758255,67984.60666027007,5226.400543729965,0,0,3173.881855013629,699.8194670887164,1370.7178413331146,578510.4759855762,2107.9332165284513,0,29720.263439483184,6348.809075356942,677.1484134359146,18029.192342478345,58169.97687666832,5308.346604866048,28651.93786032877,5987.515540222459,0,0,15756.652459104302,0,0,0,0,9519.348763725235,
3049,538.3954020186158,9.389466133333334,19988.164394185176,35028.561602255366,53504.59888981983,0,3303.498824315104,79288.9492293202,0,0,599707.3343885746,1030.4563593369664,1299.1196203943684,38454.73353940851,0,0,210805.34696307694,0,973.1502034732637,229188.98199550598,178935.924639681,0,0,49141.355420913984,0,6401.335000043142,0,0,0,
3050,307.27477111816404,6.45695948,3395.4702525395683,11225.183846388367,0,0,0,0,0,0,528680.6642283055,41993.95113634928,8540.992119739201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3051,478.9750197048899,4.311835795652173,1289185.6012480988,19019.40081903726,86343.81033933173,25398.452383503907,3629.0787273648407,792.0868673078924,1066.0234351360768,5123.867752620031,2279.917055586906,4415.48648616279,0,0,1373.5626986776156,1659.6504752760682,4800.250011547241,0,1811.9767365461125,2532.504369291572,2206.028293995824,6445.823839282386,4544.952897668583,0,8174.527744252667,4929.549397937086,394483.354668692,25253.462001040156,4340.655126434351,
3052,293.2106566252532,6.135455562962961,114151.83777746427,284239.13829440105,138303.3340521924,30016.615129288897,31169.83108914068,18453.76937690176,20509.16643792788,170705.92552047072,163675.8835384144,25191.8638265762,56128.12551825299,1223602.2726714434,58035.27980373915,78690.95704958774,216641.10554466795,691669.3356968242,794899.9843355675,134324.62608205844,793808.5049278146,11231.979961430838,12949.54298346025,30811.151088239953,14802.913930877228,27759.228367746146,57686.748616708865,12269.740043583617,11410.568343650119,
3053,298.27406932737,6.497285125925926,150579.13594220977,416295.0684372616,18716.841544859668,36072.10143371074,31512.879614960875,36261.43495355206,57785.32853458132,2161661.5529935323,55000.90931188049,67009.97927873924,362165.0571566275,39444.08307149571,23746.712543746093,82322.68355568142,651827.2120359147,59186.60830654417,510800.24785180663,4132797.2392171,13890.07846686463,19019.409708546296,6898.087310602354,251576.38073006662,36368.23604116725,50432.36631472637,26574.010437498026,2633.664290384026,4367.6855569795825,
3054,402.3004882825318,9.23253532,198692.36968655005,456645.49997234385,0,0,1.4683834774684936E7,25786.30498506158,7413.937649643716,1073.0888170182438,0,0,0,0,1069.508819752171,0,0,30179.546724192332,0,9457.55315662575,0,0,0,0,0,0,0,2120.3037011110086,0,
3055,537.3038533530971,7.379857457142857,111158.22695539625,286867.7179000845,144237.8896081753,1801.7308508275673,117275.55038928404,2225809.2642609407,3989.9262164501984,3533.9953040236555,1750692.1259271759,14091.442077864285,19990.43922571133,83146.81981352509,15365.26921333587,136955.41468843468,470146.55359136994,0,22111.917871507325,756727.4010024674,156332.9729743087,0,0,5124121.926173069,18618.830575748332,18606.149582834394,0,0,0,
3056,851.2175165879695,2.590178433333333,16974.92685992208,54006.90764179824,0,0,0,0,0,0,0,1173891.7969863627,33225.061666722824,0,35745.26831747436,31446.387792645968,0,0,0,0,0,0,0,0,0,0,0,0,0,
3057,506.456782623273,9.962107388235294,653948.3235950227,978509.6461757125,2960.253829336012,0,627.8084983814335,0,651.0925764698713,805.361076270231,18899.726783505255,20635.786036525085,0,107597.37065955138,40106.7496630482,42914.584569738894,50018.679996180676,1680443.0940430022,6593.089767959407,0,8090.080093280302,0,0,1608.5602925416556,0,0,0,0,500.46415974311844,
3058,579.1500028732121,2.1700881352941184,134493.42363765533,261648.05484173232,879829.773293132,197295.80376812653,155424.23922922014,0,0,0,80751.53309725366,813340.9114426711,65903.51601537874,16996.905009858307,1065083.659047797,240636.08413536198,284113.9284594257,4674350.642451897,7706.041266821388,0,100165.7609042941,107118.55051600063,88919.71908437139,0,0,0,0,0,0,
3059,372.06602760597514,6.107889114814815,182958.3345154543,245694.27325178628,267725.3913120033,296627.450048813,309875.14114203415,244747.57603316338,292820.3519441069,242957.5714234961,275244.44047452277,256906.37118551234,287263.6415056871,228353.67098152134,276663.06597413286,325600.31873008126,270873.1992615724,173187.6612767005,267311.8711585229,273930.7660841482,332631.6606054927,277578.1818478129,251767.43083567428,302427.7156433674,271425.98348362144,251897.58809118785,1492510.885396077,334275.8662010372,294611.56440292764,
3060,408.1654992355186,3.590061378947369,17556.525335195805,43177.00687065225,34123.10745162457,91544.66204968448,390309.7512354839,5778.978523639049,78480.55307174077,46800.4312572836,4356.605106271031,0,0,0,0,819.2330273057041,32093.709628296365,0,1733.9394718125177,28150.177211504946,43953.04336876066,48067.27833399912,25217.071000556585,9967.50322454443,7317.157318471307,2435.3657405448944,0,0,0,
3061,602.2804676402699,3.138249754545454,75284.72815919944,235454.5661154056,0,0,0,11846.135450314578,2438.812847194399,0,146662.1942868311,10972.43694278645,0,346581.46581637557,24740.868864257984,118350.36603622211,31751.71038971185,1439755.8838011934,0,0,0,0,0,0,0,0,0,0,0,
3062,603.1681213378906,2.6236768,0,0,0,0,0,0,0,0,0,114083.109178407,722248.3031079017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3063,402.1660583496094,2.6961310700000003,10851.51775951479,90153.06967132454,0,2697.031937989792,704545.4981033043,0,0,2311.2060270278193,0,26463.537281367302,0,143280.73202179617,15051.420257180183,887885.3436503827,0,0,0,0,0,0,6895.568691319278,0,0,0,0,0,0,
3064,192.13832473754883,5.225721833333332,196548.85742811888,299969.37026959687,322770.52352805703,545080.3437441684,471070.7705471366,197822.94893499554,463525.2586899335,227958.40096194542,378163.5244694698,244174.03466588692,548477.6498378204,235993.8867173908,280489.0422152452,492917.7702237341,395598.973738902,408912.6504548167,327259.66284455813,335696.6569293327,447504.6274288884,308433.056758087,337979.7274179145,309712.4206591086,333295.3676329643,229013.22984103992,2004741.670481781,379795.8194044607,216444.33536373923,
3065,1051.6192260742187,7.526271059999999,0,0,0,0,0,465057.0858503844,0,0,44169.85772486657,0,0,0,0,0,33182.070095870506,0,0,499044.5801643537,0,0,0,630718.6312322104,0,0,0,0,0,
3066,430.33158438546315,9.922694314285712,89217.02861321149,196809.2710781159,0,0,5646498.30114055,2756.733819918473,0,0,0,0,0,0,0,0,0,9478.405929250514,0,8363.668792887976,20848.749031268457,0,0,0,0,0,0,0,0,
3067,285.0758047105455,5.6797260125,38918.03872929758,137772.97840986034,0,0,0,0,0,0,2291965.026051918,44359.670849471346,45945.129753666704,0,37383.1134003188,33240.27699695389,0,0,0,4444.586649964018,0,0,0,0,0,0,0,0,0,
3068,255.06483936309814,3.788128125,14670.75647332157,55786.84398518256,0,0,0,0,0,0,136529.86212926384,985763.4808769966,336135.91650968185,0,6154.30442751012,8756.93882280462,0,0,0,632.2376860129825,0,0,0,0,0,0,0,0,0,
3069,692.2547058112793,3.460020846666666,45527.318712644614,151972.27646476874,1528929.1712081316,647256.9737820374,833500.7661059818,0,249224.1017153996,271639.173546171,0,0,0,0,0,781.5155129296711,0,0,40273.30685169063,2093.229973280244,33400.6343380559,218568.52724720348,19848.01535349667,0,467458.5905761482,45907.882901129036,0,0,0,
3070,479.1179250110117,3.6729708444444444,28338.420953602974,87371.89876467314,62309.28412851397,0,25510.670227339666,0,0,0,2138664.6440760065,678.8523626162075,732.0678215031583,29642.4510744462,0,0,0,0,0,716.1840895437238,0,0,0,0,0,0,0,0,0,
3071,239.0909737035952,2.872045263157895,40117.61168544822,118264.1386318901,28311.674295834844,578513.9259534065,2131744.3728525913,18258.183594530372,21151.460389299846,19732.825054017212,8865.348928978798,0,8027.60885090485,0,32565.152464188206,15696.57414005569,29406.329502149307,5594.205262584965,9047.55930976312,15163.763082646861,1970.280836740738,0,0,0,4895.456265500984,5573.9015293629145,0,0,0,
3072,436.2846130384979,5.6502694,1006874.0165771109,0,251909.97269693614,21961.46436713859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550512.4720954916,1211.671972373906,0,
3073,611.1602381671304,3.0246003684210527,1031429.0605659393,2882389.139842225,142819.28518235552,0,0,924847.0464566634,83935.5300416623,123198.30025426431,1079852.8101657422,6472.745263154535,0,5181.263722722697,0,1528.4354992748817,3880775.169917254,114980.38555162681,628238.3468746243,1630876.4610092863,69829.11491918546,0,0,5.056640813307955E7,47266.233128774824,17476.576258883648,2403.7570916814266,0,0,
3074,738.3338317871094,6.359161875000001,40171.841281658424,100259.37215680964,0,0,0,0,0,0,0,0,0,0,0,0,8118.730423453194,3744076.558895926,0,0,0,0,0,0,0,0,0,0,0,
3075,175.10790977478027,0.6320485285000002,539098.1130881094,1175382.9159899268,40941.778084529484,15159.059744497757,23032.675982577228,219831.6678967552,175240.8032276508,1255700.9133825996,531138.6208986712,935755.9136064742,12359.716279706232,93447.68207874658,0,9545.88212826265,1128691.61505749,0,53477.320789253856,5378523.933315916,0,11935.95379977175,0,1468739.6731993423,178528.6509359028,1449526.3683501612,0,0,0,
3076,241.0858783723068,4.53067295,23458.06573361422,52467.21274300972,0,0,0,0,0,0,0,1758785.195144499,735236.7185723479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3077,344.27960459393677,7.950465037037038,58805.15127356483,86620.21216656812,53131.08377891324,34412.16357474964,59737.21060436423,60157.09836753006,43378.343341573905,64723.384233468576,59252.79837062952,62959.91519209527,50870.28790806443,73825.68579913456,59004.94973964836,58217.742697072725,55121.72401973013,64285.05236363972,97682.4572070292,75903.11164505917,36881.379731014684,56990.461896189,56890.59002225391,57019.67354694236,47128.85726149836,60759.00918648852,474049.9059232694,39297.627174051064,58495.1424812216,
3078,277.08374532115226,5.06409137037037,44379.58070140855,34892.66293791304,55748.83560329765,79470.95275054836,68920.31176237663,50660.15160988009,81883.49605497535,49852.769742277735,56377.044328421805,68322.21001054707,67085.8046260614,28358.301342360137,78635.78885734461,52509.142797847846,54430.45152566684,23559.64802868791,41110.91635449035,53102.23643452136,47979.118825617705,90224.53460650283,80046.78725974889,62005.429405704956,76410.76518964685,78054.0474527687,830498.4600990611,191307.58601674868,104793.49532351935,
3079,177.16385933204933,5.3453579444444435,251348.16930213876,344884.59708424116,272085.7763414655,264769.99322428385,290857.8806107148,294229.637404494,280770.04263430194,276157.3305281806,257804.92796524044,284293.1542891107,268903.4800095122,271103.1692895701,275974.9076352587,287809.98744216847,362681.8432671252,453867.77198795456,281641.9943510082,287385.8531078013,277943.1343299962,284255.9030016611,277267.7819692306,277816.76038181124,274806.9265365709,289974.2435466907,3308497.173821307,575949.7692069402,290641.39365822193,
3080,331.1881373090236,6.269546226666666,16011.331380888994,70213.44455209526,15665.192239687494,0,542.9730007206654,592.2796907907642,0,0,37726.705084645284,0,0,476998.32372266724,5191.520666685772,5962.160049608539,35591.79304690714,23872.069673507325,15882.298291199786,4730.485062458463,347481.5213309255,0,0,3740.431526185194,0,0,0,0,0,
3081,139.0389542212853,2.600284196153846,724112.2082526566,1381783.2336810778,258021.70094037923,1355682.175244342,4323045.625359977,132034.14875528857,695164.0146744747,497882.1337462109,500961.0796610964,6985404.845613446,7063610.451219874,110985.3541278678,241298.4119139425,296424.3168714048,577286.0023147975,83779.63065998288,20203.933059429994,40090.647214337565,2548006.100962716,1288064.244267251,1580098.644501247,85955.3363262947,966601.2703960491,1414610.8678425204,16606.067092607696,0,400.25317198059037,
3082,287.22182605884694,8.511538992592593,99154.76558996316,145673.09623967463,166190.69475330564,295111.08734173275,226488.43905369175,105419.1890279631,360758.19910380966,91943.32436172334,181563.44019595103,128437.25305235625,277311.0267439748,94368.49433217727,142281.21360585486,226713.7646352697,181130.97350159413,249119.2809887982,115092.0366098309,183119.75356654378,249560.28810405932,129928.47076290523,157009.71056245777,183333.0667804908,170547.096996899,101022.28556160128,627677.7115679918,69582.56986802998,90322.8003826851,
3083,608.2692260742188,4.3797028,104580.80197797765,289743.3497275674,668.9774980012036,0,3723.8672853537164,0,0,0,0,0,0,0,0,0,0,1738319.4712493797,0,0,0,0,0,0,0,0,0,0,0,
3084,578.3476104736328,5.595126275,4336.516194984564,25634.84344654789,0,0,0,0,0,0,0,5850.97098963276,1235909.1324096255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3085,230.24790417706524,6.172471014814814,105261.39787404574,145586.9798523022,134645.33620628653,148178.30227534796,150445.52043200814,132441.42177043267,145600.56677076628,172321.8028453619,137612.6962868287,138271.56465385653,132687.9137534359,123858.00693378737,146463.98051624093,140509.9395060404,141760.94370630747,105150.47840838844,141338.1895365373,135813.05736392987,121431.93553420874,135509.59844779177,138050.95865967515,127898.54471716017,146801.455305051,141254.5772944477,1058299.8608868252,201452.3110109085,137556.81956761942,
3086,353.3050308243825,9.528978546153848,99235.4835033832,238261.03834132024,2345.683432274452,3713.5985987286263,3724.488655497351,116899.51365637236,12060.340821926224,15374.083374339538,8008.364848876568,0,1721.0128761849924,5446.447547492444,867.465483773565,2596.0197677255555,15344.522327194703,945115.5307679272,131155.244747735,10129.767686660878,1487.0010722162915,1553.126011391369,674.1601047765911,14254.689073415499,764.1044437316357,13334.250454976078,7069.523769003761,2074.1562501727667,1317.7521762358463,
3087,181.0859479550962,4.829583837037039,275142.7353260326,462314.7106533811,188234.45019499064,1007361.0869540089,172097.36438935308,161473.36977679728,412152.3369093766,189557.08537701928,143804.3779410874,241920.91069401285,175220.22015297762,172229.22263047134,1632342.2149470064,458817.8335756154,1206036.108748724,259271.77264909053,1304953.040220459,278960.7107733224,164190.8203738365,179570.75271026965,166880.01116296658,158663.718468386,835615.4925359958,279934.8442331188,406223.59021212725,76097.39576339952,157591.66273206443,
3088,415.2844886785698,8.5358604125,189557.87517960457,607116.7614203633,0,0,0,0,0,0,0,0,0,4379.971917098104,12079.390606039535,0,16697.493468332934,1525953.5501833,8145.393059102836,6330.08469491735,0,0,0,0,0,0,0,0,0,
3089,303.0842177654908,1.6011818409090912,115218.89372847136,513994.8771262792,271511.34136021306,77100.81131193902,122356.07616199809,249822.78663888242,901566.5679982791,83622.7115207433,2241905.0343117453,5305.0572679152365,26122.785242970807,1043982.6208086382,87180.49791497165,18091.900358564893,656997.7822468946,6907.346519622048,0,8255.631490773856,1145187.7664898287,0,1599.693595879413,92536.89205628635,796103.3506449781,146269.31715290766,0,0,0,
3090,219.04984501478287,1.7522179619047615,1599780.0838018674,3642226.350325585,761223.1811198354,16287.832724447022,0,1.7814542875569906E7,55213.17247779878,36660.680484968274,1042807.461509857,162654.7762722656,4135.1851316498905,2313.0516631127953,175778.71793651817,35405.710666461135,4735816.069654395,0,0,2.6554217471388478E7,337192.7261555699,5879.622125793814,12331.919191938729,3.7870493420113154E7,84988.86747033475,67814.43710934016,0,0,0,
3091,513.8050384521484,3.926483325,853583.1973571506,0,106057.55378816287,4806.556882636132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270521.74878924014,0,0,
3092,456.40468052641734,8.9614257,782561.4171543748,1843057.596715375,0,0,0,0,558.0616160889954,0,0,0,0,0,0,0,27752.668336728704,1551301.3236212058,23026.99876449071,643.2864316305522,0,0,0,0,0,0,0,0,0,
3093,628.2966076091658,2.6603037571428567,86279.50952330724,363142.5828895884,128611.99442939986,639.930440780257,22816.149482012625,312960.3231788943,2403119.2020762525,1319785.2906033695,593806.2163084099,145544.770176501,262361.7417555549,135065.36577073182,177403.17630615635,114371.86913900379,88744.81470833583,1214315.031934395,35953.85856718467,2596.533361196891,3951.752113041374,0,0,0,3322.9190451892455,3890.429315292539,0,0,0,
3094,532.3482126089243,7.528818180769231,884674.3961029738,2378692.453875023,444255.0192621581,30848.20940668543,327265.8375500479,1.2480763863117835E7,28436.203366196478,32568.79319792248,5462223.8190920465,71210.55131491298,99320.83619757752,761639.7934268827,66896.30485279657,403066.91846134135,4427296.24563259,49194.21312209696,166648.24460842853,1.2677156128501337E7,492451.0855168742,4036.9428595994987,3748.5732387026687,1.4144151700221317E7,90897.5735018857,78143.95071264921,0,2513.6379296234513,17380.987413362578,
3095,537.3405812581381,6.710318750000002,51162.5517702154,118947.30845243529,0,0,0,0,0,0,0,0,0,0,0,0,0,2145.6456445313315,0,0,0,0,0,3372.971861574464,1106219.8199192784,3329.8001178025397,0,0,0,
3096,310.2375288015366,8.5189827625,3555.6112843038245,0,758.3959693908694,0,0,2892.239913734007,930.5205495409849,2106.184360716723,538098.2108856457,21225.932314282058,65920.43692073434,2551.8049826551187,624.9684210438645,0,0,0,0,0,1079.052824636845,618.8136915879761,0,933.6767443455299,1696.7427765489374,0,0,1848.7721100623394,1840.7466929330658,
3097,387.193236739567,6.478212733333335,55622.34323419702,101001.97966428104,27445.241608237986,20569.711429967898,22628.276496565257,18573.88149743044,12979.238113700663,15085.517480893792,565254.6928406729,359289.85100756556,28519.405312880277,10298.715463153705,687093.3813942011,17034.041354661793,20242.598170292826,14566.080184769655,9370.01111775247,11050.509586700893,20299.794457105912,344403.23859873327,40271.74770679273,19724.37678138862,10838.42539971837,17406.659358367833,56469.82044786075,65710.45165234768,68463.51315528796,
3098,568.3891296482277,8.250790425,50192.813435749806,836268.7574221712,646.3625176932455,13172.62797206537,0,0,10181.48232579468,2395.707184290493,0,0,0,0,0,0,0,32029.0022980729,3072.396666963905,0,0,0,0,0,0,0,0,0,0,
3099,294.20640563964844,7.538428714814815,696878.4226612487,1035740.1217990947,916645.9424537001,1030892.1999348314,972026.9572636692,885894.3086121834,1077334.0258665676,855434.7419508096,991624.5519813935,870744.8555894756,937093.1593337078,931063.1334760574,839181.686251949,970366.0654136129,997727.2412496082,1057027.840640639,933989.8925707674,905137.9370502764,810057.9912989844,850165.9469468547,860677.4576020823,870476.6999240179,834645.2661869336,811774.8293327583,7504664.24125125,1422057.7693178789,780678.0135598172,
3100,953.5811894789252,10.484798611111112,326287.8992045486,586275.8615258023,1125240.460767303,0,81970.84468545462,57263.8012563207,0,0,687196.1701862961,0,0,2060290.6039726299,15861.971507929888,36385.440339660854,1979434.0523492787,8358.909008642771,4230.105687129484,590.2324847752764,1.2443155525712376E7,13439.7788597611,0,357337.07720601617,6424.147815263754,11505.129677292764,0,0,0,
3101,593.1836471557617,3.1071773499999997,19244.221690119015,60906.36414566034,0,0,0,1932969.2522305492,0,0,32093.063365450475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3102,393.1538747153092,4.016967233333333,12605.923846564223,52189.905407278566,1717.7871882832299,0,2112.140333110082,0,0,0,0,22900.887756905282,748180.4365486064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3103,437.10817395920236,2.698760238461538,3124514.00514097,8793714.089622922,101624.12098471016,41550.10198664929,288450.70809701213,194458.78709364176,54225.481925964836,173375.5633846096,119473.03779643498,49719.83521846437,65585.72352430706,8485992.287993679,1.0505813390855576E8,6.351880935281574E7,105857.96046384731,82506.4810434622,13529.541475070055,3942.347147576681,28270.889447000874,58272.10189914764,44637.541351880696,46297.29142971684,184215.34785605595,608536.5076300061,8013.729106052813,1146.2307384759376,0,
3104,537.1970113122812,3.0496503916666655,430471.69588108885,1039608.5082138581,0,46823.82136337331,43903.7461654578,0,1.0932885911760444E7,2.311350939761112E7,0,0,0,0,40288.72871911496,14159.941966803315,0,0,0,1307.1849291137864,41700.88432513196,9089.19633551146,0,0,15274.270972804636,0,0,0,0,
3105,217.15869506877138,4.298154783999999,139084.75115419982,359021.6314828178,14132.161073459614,4849.760655442098,87052.70356307508,9316.264139801568,3859.5327450659347,21075.44713665684,14712.357526332218,3946.897286688788,14506.077515727462,942070.3436914891,110134.61106792193,230461.8635119994,69410.7548675432,1148419.7475800167,166249.07412316217,37345.01806297561,60992.99022785736,0,2075.2211187707353,267818.7640494275,88062.97611277901,432560.4940590266,10883.996284518324,0,416.32899650062603,
3106,480.33651415998776,8.287938970833332,638967.952360264,7814334.648203523,7217.062707812332,202870.02201104382,21240.67149186269,686.4714888599783,153266.12836014124,60181.090750937125,2465.381093414248,22929.48401149374,34474.94468937774,1748.0201921748649,917.9595408368402,619.2995011991925,8065.884805870983,43847.672141719435,45889.8591329366,42827.124793364696,0,0,8237.56124345743,2741.3682361648835,5506.396484449834,0,4108.8406061390815,6247.0580558417205,7428.495856976859,
3107,363.1052958170573,2.774967933333333,9488.745877318384,42844.06577105026,2616.0902476383726,394892.60763792286,14924.415487809038,0,31672.347545692337,9906.676703189964,8084.111623772531,10955.09608279411,2728.1639543671854,7559.482242588882,23189.914941667794,0,0,24543.333802405876,174178.02073912544,18778.665683871324,4828.350497777252,0,0,5484.6384775296665,8423.343600232223,0,0,0,0,
3108,493.3526641845703,8.21056906,218400.5376013894,750115.8801980955,0,0,0,0,0,0,0,0,0,0,0,0,2809.890322479533,880419.6423224268,1251.677805750093,0,0,0,0,0,0,0,0,0,0,
3109,372.31116485595703,9.051735375,111015.79539262611,430813.5492544373,30420.38331072511,39603.26834813675,501866.1809457131,14089.997051968647,28818.223983142947,58664.01380541975,41544.4366190903,23394.097874719973,144445.72297778013,94437.98156314662,87232.75712708526,327417.20405558177,65117.267383066894,34448.196032150314,69496.20454645537,337872.6499342386,35924.691710728395,7299.255517135131,4893.263292744794,47892.57480830577,54436.95751006425,113490.50455517822,0,0,0,
3110,370.2073373800564,2.11946335625,8157.792319295679,27963.095095800258,35246.255719056084,10581.358420656783,18097.685443570386,675192.3914499052,15457.137638926808,6096.80069566042,66734.43742284036,0,0,26987.10817830172,2591.5006908985056,0,201481.54825564378,0,0,68172.22285355513,18598.95916801619,0,0,728004.6082977788,0,8393.733490605606,0,0,0,
3111,336.3104524965639,8.775713925925926,462826.0971097063,1857382.7180247176,548942.7883027685,706076.026434043,795597.9494018552,516786.40052609943,721636.4746738767,477275.1063481552,605894.001925715,527235.7431925468,603306.0310007093,479814.31384320545,598756.3869307354,609634.7495919699,633746.2888039675,565916.510115253,553039.0044935145,579487.9902146952,621182.2749588283,508467.0669875362,560276.6247508759,547201.4819208749,607506.5985524929,521495.939110789,1871807.645810328,504617.7352618194,446970.7925870301,
